Prompt,Story
A young man and his wife were on a trip to visit his mother. Usually they arrived in time for supper. But they had gotten a late start,"A young man and his wife were on a trip to visit his mother. Usually they arrived in time for supper. But they had gotten a late start, and now it was getting dark. So they decided to look for a place to stay overnight and go on in the morning. Just off the road, they saw a small house in the woods. ""Maybe they rent rooms,"" the wife said. So they stopped to ask. An elderly man and woman came to the door. They didn't rent rooms, they said. But they would be glad to have them stay overnight as their guests. They had plenty of room, and they would enjoy the company. The old woman made coffee and brought out some cake, and the four of them talked for a while. Then the young couple were taken to their room. They again ex- plained that they wanted to pay for this, but the old man said he would not accept any money. The young couple got up early the next morning before their hosts had awakened. On a table near the front door, they left an envelope with some money in it for the room. Then they went on to the next town. They stopped in a restaurant and had breakfast. When they told the owner where they had stayed, he was shocked. ""That can't be,"" he said. ""That house burned to the ground, and the man and the woman who lived there died in the fire."" The young couple could not believe it. So they went back to the house. Only now there was no house. All they found was a burned-out shell. They stood staring at the ruins trying to understand what had happened. Then the woman screamed. In the rubble was a badly burned table, like the one they had seen by the front door. On the table was the envelope they had left that morning. They Eat Eyes, They Eat  Nose There are scary stories about all kinds of things. The ones told here are about a grave, a witch, a man who liked to swim, a hunting trip, and a market basket. There also is one about worms eating a corpse — your corpse."
"Some boys and girls were at a party one night. There was a graveyard down the street, and they were talking","Some boys and girls were at a party one night. There was a graveyard down the street, and they were talking about how scary it was. ""Don't ever stand on a grave after dark,"" one of the boys said. ""The person inside will grab you. He'll pull you under."" ""That's not true,"" one of the girls said. ""It's just a superstition."" ""I'll give you a dollar if you stand on a grave,"" said the boy. ""A grave doesn't scare me,"" said the girl. ""I'll do it right now."" The boy handed her his knife. ""Stick this knife in one of the graves,"" he said. ""Then we'll know you were there."" The graveyard was filled with shadows and was as quiet as death. ""There is nothing to be scared of,"" the girl told herself, but she was scared anyway. She picked out a grave and stood on it. Then quickly she bent over and plunged the knife into the soil, and she started to leave. But she couldn't get away. Something was holding her back! She tried a second time to leave, but she couldn't move. She was filled with terror. “Something has got me!"" she screamed, and she fell to the ground. When she didn't come back, the others went to look for her. They found her body sprawled across the grave. Without realizing it, she had plunged the knife through her skirt and had pinned it to the ground. It was only the knife that held her. She had died of fright."
"Two farmhands shared a room. One slept at the back of the room. The other slept near the door. After a while, the one who ","Two farmhands shared a room. One slept at the back of the room. The other slept near the door. After a while, the one who slept near the door began to feel very tired early in the day. His friend asked what was wrong. “An awful thing happens every night/' he said. “A witch turns me into a horse and rides me all over the countryside."" “I'll sleep in your bed tonight,"" his friend said. “We'll see what happens to me."" About midnight an old woman who lived nearby came into the room. She mumbled some strange words over the farmhand, and he found he couldn't move. Then she slipped a bridle on him, and he turned into a horse. The next thing he knew, she was riding him across the fields at breakneck speed, beating him to make him go even faster. Soon they came to a house where a party was going on. There was a lot of music and dancing. They were having a big time inside. She hitched him to a fence and went in. While she was gone, the farmhand rubbed against the fence until the bridle came off, and he turned back into a human being. Then he went into the house and found the witch. He spoke those strange words over her, and with the bridle he turned her into a horse. Then he rode her to a blacksmith and had her fitted with horseshoes. After that, he rode her to the farm where she lived. ""I have a pretty good filly here,” he told her husband, “but I need a stronger horse. Would you like to trade?"" The old man looked her over, and he said he would do it. So they picked out another horse, and the farmhand rode away. Her husband led his new horse to the barn. He took off the bridle and went to hang it up. But when he came back, the new horse was gone. Instead, there stood his wife with horseshoes nailed to her hands and feet."
"A young woman in town married a man from another part of the country. He was a nice fellow, and they got along pretty","A young woman in town married a man from another part of the country. He was a nice fellow, and they got along pretty well together. There was only one problem. Every night he'd go swimming in the river. Sometimes he would be gone all night long, and she would complain about how lonely she was. This couple had two young sons. As soon as the boys could walk, their father began to teach them how to swim. And when they got to be old enough, he took them swimming in the river at night. Often they would stay there all night long, and the young woman would stay home all by herself. After a while, she began to act in a strange way — at least, that is what the neighbors said. She told them that her husband was turning into an alligator, and that he was trying to turn the boys into alligators. Everybody told her there was nothing wrong with a man taking his sons swimming. That was a natural thing to do. And when it came to alligators, there just weren't any nearby. Everybody knew that. Early one morning the young woman came running into town from the direction of the river. She was soaking wet. She said a big alligator and two little alligators had pulled her in and had tried to get her to eat a raw fish. They were her husband and her sons, she said, and they wanted her to live with them. But she had gotten away. Her doctor decided she had lost her mind, and he had her put in the hospital for a while. After that nobody saw her husband and boys again. They just disappeared. But now and then a fisherman would tell about seeing alligators in the river at night. Usually it was one big alligator and two small ones. But people said they were just making it up. Everybody knows there aren't any alligators around here."
A man named Joseph Blackwell came to Philadelphia on a business trip. He stayed with friends in the big house they owned outside,"A man named Joseph Blackwell came to Philadelphia on a business trip. He stayed with friends in the big house they owned outside the city. That night they had a good time visiting. But when Blackwell went to bed, he tossed and turned and couldn't sleep. Sometime during the night he heard a car turn into the driveway. He went to the window to see who was arriving at such a late hour. In the moonlight, he saw a long, black hearse filled with people. The driver of the hearse looked up at him. When Black- well saw his queer, hideous face, he shuddered. The driver called to him, “There is room for one more."" Then he waited for a minute or two, and he drove off. In the morning Blackwell told his friends what had happened. “You were dreaming,"" they said. ""I must have been,"" he said, “but it didn't seem like a dream.""  After breakfast he went into Philadelphia. He spent the day high above the city in one of the new office buildings there. Late in the afternoon he was waiting for an elevator to take him back down to the street. But when it arrived, it was very crowded. One of the passengers looked out and called to him. “There is room for one more,"" he said. It was the driver of the hearse. “No, thanks,"" said Blackwell. ""I'll get the next one."" The doors closed, and the elevator started down. There was shrieking and screaming, then the sound of a crash. The elevator had fallen to the bottom of the shaft. Every-one aboard was killed."
A young boy lay sleeping in his bed when he heard footsteps outside his room. He peeked out of his eyes to see ,"A young boy lay sleeping in his bed when he heard footsteps outside his room. He peeked out of his eyes to see what was happening when his door swung open to reveal a murderer carrying corpses of his parents. After silently propping them up on a chair, he wrote something on the wall in the blood of the dead bodies. He then hid under the child’s bed. The child got scared beyond belief. He couldn’t read the writing on the wall and he knew the man was under his bed. Like any child, he pretended that he slept through the whole thing and hadn’t woken up yet. He lay still as the bodies, quietly hearing the breathes from under his bed. An hour passed, and his eyes got adjusted to the darkness. He tried making out the words, but it was a struggle. He gasped when he finally read out the sentence. ‘I know you’re awake’ he read as he felt something shift underneath his bed."
"I got my first pair of glasses last week. My parents didn’t think I needed them at first, but the doctor said that there was something wrong ","I got my first pair of glasses last week. My parents didn’t think I needed them at first, but the doctor said that there was something wrong with more than just my eyes that was apparently pretty common, and that I needed specially prescribed glasses “for my own good”. He said that many people were never given the chance to see the way I would, so I was lucky to get them. I thought he meant cars and faraway words would become less blurry, but over the span of a couple of days, many more things have become more clear. I started seeing nightmare creatures. All around. I’d never seen them there before, like in the corners of my room and in darkened parking lots. I took my glasses off for the first time today. And let me just say it’s amazing how quickly demons and creatures turn into trees and shadows. I know I’m not seeing the truth. But I’m a simple person. I’d rather things remain blurry, just the way it is for everyone else."
Keith was 12 the first time the old man in the well spoke to him. Keith was out playing after dark on the family’s small farm near the well,"Keith was 12 the first time the old man in the well spoke to him. Keith was out playing after dark on the family’s small farm near the well. The old well had beams supporting a rope and pulley with a bucket attached, even though Keith was told that well ran dry before he was born. Suddenly he heard someone say his name in a slow raspy voice. Keith whirled around and saw no one. A look of confusion spread across his face as he heard it again. “Keith!” This time, it was said with more force and a bit louder. The voice sounded like one of the old farmers who liked to smoke, thought Keith. Looking down the well, Keith heard the same voice asking, “Have you got anything tasty?”. Keith couldn’t see anything past the first 12 or so feet down the well, even though it was a full moon. “Who are you? How’d you get down there?”, Keith asked. “If you give me something tasty, I’ll reward you”, replied the voice. All Keith had were some cookies he had stuffed in his pocket as he left to play. He put those in the bucket and it lowered it. He had lowered it nearly 40 feet and was literally at the end of his rope when he no longer felt the weight of the bucket on the rope. 20 seconds passed and he felt the weight of the bucket again and began to pull the bucket up. As he finished the pulling the bucket up to the top he heard the voice say, “No nice.” Keith saw a reflection in the bucket and saw a rectangular piece of silver metal, about the size of an army dog tag. It was completely flat and smooth. “Want fresh!” the voice said. Even though Keith tried to talk to the old man again there was no response. Keith made up a story about where he found the metal and took it to his father who took it into town and confirmed it was an ounce of pure silver. After that, Keith kept it a secret. It took a while to discover that the old man was only there the night of full moons. Keith quickly learned that only live things he put in the well would be rewarded, but only once for each item and once every full moon. So one of each kind of animal was lowered down the well and rewarded. Keith now had a cigar box mostly full of silver pieces by the time he was 16, but had run out of different animals to get rewarded for. It was around this time that a local farmhand went missing. It was also the same time that Keith was rewarded with gold pieces for the first time. Once Keith took over the farm, temp workers seemed to vanish every now and then without explanation from the farm. The old man had finally found something tasty enough to always reward."
My bedroom was upstairs. I had a good view from my window to see the new neighbors move in next door early in the morning. There was,"My bedroom was upstairs. I had a good view from my window to see the new neighbors move in next door early in the morning. There was a man and woman carrying boxes into the house, they must’ve been a couple. My eyes travelled to the neighbors’ vacant, upstairs bedroom window which was directly across from mine. It was open, and inside was a girl who looked about my age. She saw me, and motioned for me to open my window, so I did. She leaned out the window, curved her hand around her mouth and whispered to me, “Nice to meet you, I’m Sarah.” I laughed, “Nice to meet you Sarah, I’m Sam.” She smiled, “Keep your window open” she said, and moved out of sight. I was confused, “Keep my window open?” She returned with something in her hand, then tossed it over to me, it was a paper airplane. It slowly and gently made its way through my window, onto my floor behind me. I walked over and picked it up. On top was written “Open”. I opened it and there was a message “Hey Sam, I’ll come over tonight and introduce myself!” I thought it was a bit strange and wrote back “Come over tonight? What do you mean?” I turned around to toss it back but, she wasn’t there. The window was still open so I tossed it in anyway, thinking she’ll reply sooner or later. It was late into the evening, and still no reply from Sarah. My mom invited the new neighbors over for dinner, I figured this is what Sarah meant by coming over tonight. “Honey come down for dinner!” my mom shouted. I went downstairs into the dining room to sit at the table but, I didn’t see Sarah, just her parents. I couldn’t help but ask, “Where’s Sarah?” The man and woman stared at me as if I said something out of place, “Excuse me?” the man said. I repeated myself, “Sarah, your daughter?” The woman put her hands up covering her mouth, tears flowed down her face. The man stood, “Our daughter died a year ago in an accident. I don’t know what you’re up to, but that’s enough.” They both left the house immediately, mom glared at me, “Why would you do that son? Just go to your room!” A flurry of confusion was spinning in my head, I couldn’t speak. I made my way back to my room, turned on my light and lay on my bed. Then a paper airplane flew through my window, elegantly landing on my floor. I picked it up and looked out my window. Sarah was standing in the darkness of her room. My heart was pounding. She moved closer until the moonlight hither face, her eyes dark, and skin grey. I looked down to read the message. “Behind you.” My lights flickered off, the floorboards behind me squeaked, a dark whisper into my ear, “Sam”."
"She was the prettiest girl in the class, but of course she never heard that from me. I was obsessed with her. I’d steal glances at her every chance","She was the prettiest girl in the class, but of course she never heard that from me. I was obsessed with her. I’d steal glances at her every chance I got. During class when I was supposed to be taking notes, on the train we rode after school. But today I wanted to do more. I hopped off the train when she got off and followed her out of the station and onto the sidewalk. I made sure to keep my distance. I wanted to surprise her. It was pretty hard staying within a good distance of her, though. She kept taking furtive glances back, and I looked down at my phone or pretended to tie my shoe every time she would. When she unlocked the door and stepped inside her house, I crept to the front stairs. My heart pounded as I rang the doorbell. A chime sounded from inside and awoke the butterflies in my stomach. Just as I reached again for the doorbell, she opened the door ajar and, recognizing my face, gestured for me to hurry in, promptly closing the door behind me. “There was a guy,” she paused, “There was a guy following…” “Yeah, it was me.” The words came out of my mouth before I realized what I had said. “I know that,” I sighed in relief “But I’m talking about the man behind you.” The doorbell chimed, and the butterflies in my stomach stood still this time."
"No one believed me when I told them that my reflection in the mirror was alive. “Grow up, dude, you’re not a 5 years","No one believed me when I told them that my reflection in the mirror was alive. “Grow up, dude, you’re not a 5 years old. You’re 24!” That was all they said to me while laughing, as a response to my story. Well, I had to admit, it was indeed sounded like a typical fear a 5 years old would have. But I swear to God, it was true! I couldn’t remember since when my reflection came to life, but I remembered that it wasn’t like that when I was a child. It was recently, I was sure. And it wasn’t a ghost. Well, your reflection was alive looked like an act of a ghostly thing, but no, mine wasn’t a ghost. It felt to me as if it was a creature… An entity, who lived behind the mirror. Or trapped in there. I couldn’t tell why or how. What I could tell was my reflection was constantly trying to grab me, as if it was going to pull me inside the mirror while jumped out. Nope! That wasn’t gonna happen. Ever. Ever since I realized that my reflection was alive and constantly trying to grab me inside the mirror, I always did my best to kept my distance from reflective surfaces. Like, when I brushed my teeth every night, for example. I always stood a few meters from the mirror, so it wouldn’t be able to grab me. The entity in the mirror was constantly showing a grumpy and angry face every time it was just the two of us in the room. No matter how I try to smile in front of the mirror, the entity behind it never smiled. Never. It always looked grumpy and angry. One day, I took off from my flat for a sightseeing in the mall nearby, when suddenly an earthquake occurred. It was a huge one. Everyone was hysterical. They were running around in panic, looking for a shelter. I ran to cover myself under a table to avoid getting hit by anything that fell. But I was too late. I didn’t realize something fell from above me and hit me in the head. I fell down and I groaned from the pain. As the pain slowly faded, I started looked around. The earthquake had stopped. The mall was slightly dark. The light was out. It was messy in there. I gasped when I noticed something shiny not far from me. I turned my head and I saw a mirror. Probably from the fitting room near me. In reflexed, I crawled away as far as I could, even though my head and my legs were hurt. Right there and then, I saw my reflection in the mirror. For the first time in forever, I saw the entity behind the mirror smiling at me. A devilish smile. A sense of horror grasped me as I saw the entity waving at me from behind the mirror, as if it was saying goodbye. For good."
